Id,DistrictId,Square,LifeSquare,KitchenSquare,Floor,HouseFloor,HouseYear,Ecology_1,Social_1,Social_2,Social_3,Healthcare_1,Helthcare_2,Shops_1,Price,Ecology_2_A,Ecology_3_A,Shops_2_A
16797,94.0,77.32527502556792,48.10166861682139,10.0,7,16.0,1982.0,0.282797669,33,8667.0,2.0,900.0,0,6.0,354690.49127100507,0,0,0
3300,93.0,76.74394026218938,47.01581451082964,10.0,7,16.0,1983.0,0.050900058,43,10621.0,1.0,590.0,2,3.0,268176.09201435425,0,0,0
15566,123.0,33.355538407132265,18.450659702561428,5.0,6,5.0,1964.0,0.0,47,11319.0,0.0,1145.0,3,5.0,186265.7073289769,0,0,0
6,6.0,42.46681304089621,40.01016017638437,1.0,14,17.0,2014.0,0.243204519,5,1564.0,0.0,590.0,0,0.0,127196.7620313497,0,0,0
14600,30.0,54.86918335152782,32.781260192155735,1.0,3,15.0,2014.0,7.81528e-05,22,6398.0,12.5,1046.0,3,13.5,92320.05017087348,0,0,0
11935,27.0,64.71183493873933,32.781260192155735,1.0,15,1.0,1977.0,0.211401214,9,1892.0,0.0,900.0,0,1.0,127200.02651097006,0,0,0
13509,157.5,45.62597307499014,33.68988816036676,5.0,6,5.0,1964.0,0.0,36,6714.0,2.0,1230.0,0,2.0,199868.12738911653,0,0,0
16227,44.0,39.398786308740505,32.781260192155735,10.0,21,25.0,2015.0,0.036122292,24,4378.0,0.0,1036.0,1,1.0,205185.15805916343,0,0,0
1427,13.0,37.41933331496213,18.747775169861047,10.0,9,17.0,2001.0,0.090799103,74,15721.5,2.0,900.0,5,13.5,199338.2260300992,0,0,0
9222,75.0,46.935600320623465,29.740125802236665,5.0,5,5.0,1971.0,0.122090347,29,6566.0,7.0,1230.0,4,0.0,186453.11160473505,0,0,0
8782,27.0,40.3003486627758,32.781260192155735,1.0,11,22.0,1977.0,0.211401214,9,1892.0,0.0,900.0,0,1.0,93168.93128191803,0,0,0
8779,9.0,83.40274329376999,45.54990648591453,9.0,21,22.0,1996.0,0.161531741,25,5648.0,1.0,590.0,2,4.0,256504.24383595405,0,0,0
5993,10.0,42.11581489206853,19.36442061771379,8.0,15,17.0,1989.0,0.089039719,33,7976.0,5.0,900.0,0,11.0,210654.5555098522,0,0,0
10984,27.0,41.79556209462616,41.745051683989686,10.0,3,17.0,2014.0,0.011654127,4,915.0,0.0,900.0,0,0.0,115408.69579701722,0,0,0
6305,1.0,102.08924188493728,32.781260192155735,1.0,14,1.0,1977.0,0.007122317,1,264.0,0.0,900.0,0,1.0,392029.7045148854,0,0,0
15141,88.0,39.54627117277554,19.872894977825183,10.0,16,16.0,1982.0,0.127375905,43,8429.0,3.0,900.0,3,9.0,180763.61502716885,0,0,0
703,140.0,46.93970844959363,27.454654564186004,6.0,5,5.0,1961.0,0.0,33,7425.0,1.0,900.0,2,5.0,236877.925336222,0,0,0
8028,25.0,54.029235465125815,36.98769580743864,9.0,4,12.0,1998.0,0.069753361,53,13670.0,4.0,900.0,1,11.0,208913.54917173932,0,0,0
4158,23.0,64.86419828790933,32.781260192155735,1.0,17,17.0,1977.0,0.075778755,6,1437.0,3.0,900.0,0,2.0,171323.51565293115,0,0,0
2624,25.0,93.2946984968578,32.781260192155735,1.0,15,24.0,1977.0,0.069753361,53,13670.0,4.0,900.0,1,11.0,367691.91317904455,0,0,0
11288,1.0,80.9506346503385,32.781260192155735,1.0,13,17.0,1977.0,0.007122317,1,264.0,0.0,900.0,0,1.0,261980.7465775541,0,0,0
5030,17.0,102.08924188493728,65.27698614376342,1.0,20,1.0,1977.0,0.093442564,23,4635.0,5.0,1230.0,2,4.0,392029.7045148854,0,0,0
11064,67.0,55.492555042943394,33.69477656726899,9.0,8,16.0,1978.0,0.0077202819999999,38,4788.0,2.0,900.0,0,4.0,254878.0686818036,0,0,0
5192,119.0,35.900433713277025,20.935634643270397,6.0,3,9.0,1972.0,0.000995363,42,7651.0,1.0,900.0,1,5.0,149446.97532443213,0,0,0
16742,9.0,64.00460544815941,39.369516123469744,7.0,4,12.0,1978.0,0.136244425,11,2370.0,0.0,900.0,0,1.0,230362.5418534128,0,0,0
15011,21.0,40.80137619115492,22.20765335292616,7.0,9,14.0,2009.0,0.034331497,25,5487.0,3.0,900.0,0,4.0,192248.07252235227,0,0,0
2055,48.0,61.22709109330855,35.23076776299692,10.0,17,16.0,1983.0,0.041124634,46,9515.0,5.0,900.0,1,10.0,325719.1159229479,0,0,0
4875,46.0,87.03632909231581,32.781260192155735,0.0,11,12.0,1977.0,0.188783766,31,6137.0,4.0,900.0,0,1.0,196465.56319405,0,0,0
6528,102.0,57.39640169293922,43.6265945874674,5.0,7,5.0,1963.0,0.23861713,26,3889.0,6.0,705.0,3,6.0,141084.76773945027,0,0,0
15935,38.0,60.83484210785525,32.58370838790388,12.0,11,17.0,2008.0,0.060753049,15,2787.0,2.0,590.0,0,7.0,282403.6582928945,0,0,0
6649,27.0,33.29952690961365,20.74243144932301,6.0,5,3.0,1963.0,0.07542368,11,3097.0,0.0,900.0,0,0.0,104457.85090657386,0,0,0
4122,93.0,39.85610500985092,23.384702937947143,10.0,17,16.0,1976.0,0.46298205300000006,25,6149.0,0.0,900.0,0,0.0,151184.64842986758,0,0,0
3940,27.0,36.50219081491664,2.967666170555136,1.0,12,19.0,2017.0,0.211401214,9,1892.0,0.0,900.0,0,1.0,105418.00990880658,0,0,0
11648,31.0,54.96766094063853,34.337372735484145,8.0,9,16.0,1984.0,0.151346216,32,5889.0,10.0,830.0,4,1.0,278600.6711683557,0,1,0
2481,1.0,40.01980966511245,32.781260192155735,1.0,6,17.0,1977.0,0.007122317,1,264.0,0.0,900.0,0,1.0,137162.60410607338,0,0,0
6788,73.0,44.24313888575655,42.64558214414978,1.0,6,23.0,2017.0,0.042031587,37,6856.0,12.5,1230.0,2,5.0,362271.0465613328,0,0,0
14827,58.0,65.03061478585566,47.94866795268096,6.0,7,12.0,1977.0,0.060753049,15,2787.0,2.0,590.0,0,7.0,288806.4517224008,0,0,0
15731,47.0,82.66661191619842,45.93824477890943,12.0,8,14.0,2009.0,0.197367951,8,2423.0,1.0,590.0,0,1.0,316106.22988207225,0,0,0
59,27.0,27.181473393128822,10.92428108441156,8.0,10,25.0,2014.0,0.072157581,2,629.0,1.0,900.0,0,0.0,75170.81310744087,0,0,1
12390,72.0,97.49067390735364,65.27698614376342,21.0,22,25.0,2019.0,0.210473241,11,2398.0,2.0,1230.0,3,0.0,392029.7045148854,0,0,0
14617,107.0,46.09774688514871,41.48803198268128,5.0,4,8.0,1962.0,0.174739084,17,3379.0,9.0,590.0,0,3.0,292466.1071299775,0,0,0
13138,53.0,78.16604934323381,46.48518502431872,10.0,14,16.0,1985.0,0.049637257,34,7759.0,0.0,590.0,1,3.0,381206.77404445416,0,0,0
2470,6.0,43.31202468241167,1.6776461714428557,1.0,11,17.0,1977.0,0.243204519,5,1564.0,0.0,590.0,0,0.0,128588.7413213341,0,0,0
6053,6.0,41.31477514539623,5.005477426811509,1.0,9,17.0,2016.0,0.243204519,5,1564.0,0.0,590.0,0,0.0,159149.51547528277,0,0,0
15409,128.0,65.71878455533172,32.781260192155735,1.0,4,3.0,1977.0,0.0,27,4798.0,0.0,590.0,2,8.0,172350.8675202735,0,0,0
6398,23.0,41.21603167833354,32.781260192155735,1.0,2,17.0,1977.0,0.075778755,6,1437.0,3.0,900.0,0,2.0,101233.85675328152,0,0,0
14605,9.0,89.86210240216533,48.85564690721065,10.0,11,22.0,1990.0,0.136244425,11,2370.0,0.0,900.0,0,1.0,265002.34469609964,0,0,0
16578,113.0,102.08924188493728,65.27698614376342,20.0,5,25.0,2017.0,0.050755569,24,5469.0,1.0,590.0,0,1.0,366400.9365486393,0,0,0
4926,64.0,60.61480724047308,35.01868984192882,10.0,17,17.0,1986.0,0.135649789,46,7960.0,6.0,590.0,3,11.0,355933.7596378679,0,0,0
15460,9.0,60.03274051586237,31.768044363941584,12.0,4,14.0,2008.0,0.13012277,8,1986.0,0.0,900.0,0,0.0,190087.43689466023,0,0,0
6239,22.0,64.26986331965001,38.98306630314488,8.0,4,5.0,1937.0,0.133215333,49,11395.0,3.0,1230.0,3,4.0,219873.5682507178,0,0,1
8541,31.0,38.19820945465551,37.681944776968656,10.0,15,16.0,1987.0,0.151346216,32,5889.0,10.0,830.0,4,1.0,211440.16382078905,0,1,0
15427,29.0,46.12987166968678,32.03285297714677,5.0,6,5.0,1965.0,0.086885265,10,2277.0,2.0,1230.0,0,0.0,170158.20055369954,0,0,0
15774,27.0,48.73107692997458,44.17162578482542,7.0,8,10.0,2016.0,0.017647053,2,469.0,0.0,900.0,0,0.0,140235.56941578368,0,0,0
883,23.0,46.3558042570401,32.781260192155735,1.0,3,3.0,1977.0,0.014072961,2,475.0,0.0,900.0,0,0.0,94607.97605022244,0,0,0
13287,4.0,72.67737604937925,52.20800024870848,7.0,3,8.0,1938.0,0.327018035,12,2270.0,12.5,1230.0,1,0.0,392029.7045148854,0,0,0
784,53.0,39.07747586358204,38.19651873312592,1.0,6,24.0,2018.0,0.049637257,34,7759.0,0.0,590.0,1,3.0,222655.4106545439,0,0,0
5085,111.0,72.38864165742602,49.48526524811343,10.0,3,17.0,2008.0,0.093442564,23,4635.0,5.0,1230.0,2,4.0,392029.7045148854,0,0,0
12941,157.5,86.4825564964278,65.27698614376342,5.0,6,6.0,1935.0,0.0,7,1660.0,12.5,1230.0,1,5.0,392029.7045148854,0,0,0
754,27.0,44.848951027266295,32.781260192155735,1.0,5,17.0,1977.0,0.072157581,2,629.0,1.0,900.0,0,0.0,117699.18195640948,0,0,1
16393,88.0,43.25556516377439,29.60441783279808,6.0,8,9.0,1974.0,0.127375905,43,8429.0,3.0,900.0,3,9.0,197723.410721421,0,0,0
11235,57.0,59.613032441431606,32.87503966609534,12.0,4,14.0,2002.0,0.133215333,49,11395.0,3.0,1230.0,3,4.0,270880.40675133513,0,0,1
11221,121.0,69.3644462832945,43.777690509561616,7.0,11,12.0,1976.0,0.212515361,19,3293.0,12.5,628.0,3,7.0,381301.23457344726,0,0,0
13505,22.0,60.776682865083416,40.55978367847894,6.0,5,5.0,1963.0,0.000995363,42,7651.0,1.0,900.0,1,5.0,211655.3770527813,0,0,0
15373,6.0,41.98535946178862,32.781260192155735,0.0,5,17.0,1977.0,0.243204519,5,1564.0,0.0,590.0,0,0.0,126124.72648024053,0,0,0
4040,1.0,54.8578829113951,32.781260192155735,1.0,6,17.0,1977.0,0.007122317,1,264.0,0.0,900.0,0,1.0,178762.42099345505,0,0,0
8562,27.0,55.43124154455585,55.89824122423782,1.0,5,17.0,2017.0,0.072157581,2,629.0,1.0,900.0,0,0.0,155380.49435059165,0,0,1
12388,46.0,43.84863587809063,25.288014063302697,5.0,5,12.0,1971.0,0.0,47,11319.0,0.0,1145.0,3,5.0,206269.76171529217,0,0,0
11419,62.0,36.73913333147175,21.15908882628185,5.0,4,5.0,1974.0,0.386771659,5,1135.0,0.0,900.0,0,0.0,128961.99777446006,0,0,1
6166,17.0,47.978488486848576,31.060350955895103,5.0,4,5.0,1964.0,0.0,18,3374.0,5.0,620.0,1,2.0,218005.51930097665,0,0,0
8559,17.0,72.82090193885385,48.31015655149775,7.0,7,19.0,1970.0,0.0,18,3374.0,5.0,620.0,1,2.0,368177.4880485584,0,0,0
13510,57.0,39.32160111855229,17.54494526754734,1.0,15,17.0,2007.0,0.133215333,49,11395.0,3.0,1230.0,3,4.0,182124.17924474328,0,0,1
8513,62.0,61.01990259246092,32.781260192155735,0.0,18,25.0,1977.0,0.072157581,2,629.0,1.0,900.0,0,0.0,170199.13181744874,0,0,1
16569,13.0,102.08924188493728,65.27698614376342,12.0,1,3.0,1998.0,0.090799103,74,15721.5,2.0,900.0,5,13.5,392029.7045148854,0,0,0
909,62.0,93.62377365304856,32.781260192155735,1.0,6,15.0,1977.0,0.072157581,2,629.0,1.0,900.0,0,0.0,195548.70618595628,0,0,1
4013,151.0,38.92335467048069,22.769315580341807,9.0,13,12.0,1969.0,0.236108458,16,3893.0,12.5,900.0,3,10.0,218813.7149792157,0,0,0
6419,23.0,63.26797445439647,32.781260192155735,1.0,15,17.0,1977.0,0.075778755,6,1437.0,3.0,900.0,0,2.0,169829.31226328196,0,0,0
5365,1.0,61.04949143109026,32.781260192155735,0.0,11,17.0,1977.0,0.007122317,1,264.0,0.0,900.0,0,1.0,190085.1685841708,0,0,0
3988,124.0,35.69675829357638,23.06085957666756,5.0,5,5.0,1965.0,0.122090347,29,6566.0,7.0,1230.0,4,0.0,157711.78366993205,0,0,0
4390,9.0,56.6598378371675,31.79833820092684,8.0,8,12.0,1980.0,0.136244425,11,2370.0,0.0,900.0,0,1.0,186438.8550855756,0,0,0
6519,94.0,50.39283298215679,3.2495692889758754,1.0,4,12.0,1973.0,0.46298205300000006,25,6149.0,0.0,900.0,0,0.0,157822.33817846,0,0,0
16624,28.0,87.0439708091036,51.07174250001373,11.0,9,23.0,2006.0,0.333891544,30,6564.0,1.0,900.0,0,0.0,392029.7045148854,0,0,0
4788,85.0,75.57682064031272,47.95222658765355,10.0,13,16.0,1983.0,0.037177818,52,11217.0,1.0,1230.0,1,7.0,392029.7045148854,0,0,0
837,9.0,57.8615457774664,34.455229829806754,9.0,9,17.0,1994.0,0.069753361,53,13670.0,4.0,900.0,1,11.0,245887.5898555345,0,0,0
2772,85.0,56.2652590851736,34.173760153200696,9.0,10,16.0,1979.0,0.037177818,52,11217.0,1.0,1230.0,1,7.0,286233.9949024883,0,0,0
2102,147.0,36.43009532191913,18.738041507474957,9.0,2,12.0,1970.0,0.319809354,25,4756.0,12.5,1230.0,5,8.0,170108.1408182001,0,0,0
1825,57.0,54.16413330194779,35.39753164897793,9.0,8,12.0,1984.0,0.407276235,9,1768.0,0.0,590.0,0,0.0,189200.3064545176,1,0,1
6993,23.0,62.16212366811661,60.95697634959871,0.0,7,25.0,1977.0,0.075778755,6,1437.0,3.0,900.0,0,2.0,166599.0519995093,0,0,0
15610,23.0,40.83036272926882,41.64243551369964,1.0,4,9.0,2016.0,0.034656082,0,168.0,0.0,900.0,0,0.0,91775.32107626936,0,0,0
10763,8.0,49.50851434558696,32.421213961834184,6.0,6,12.0,1972.0,0.219006007,28,6746.0,3.0,900.0,1,4.0,189642.59331443725,0,0,0
14706,62.0,69.40829277177127,65.27698614376342,11.0,7,12.0,1975.0,0.002211665,39,7614.0,3.0,900.0,1,5.0,286838.7851717205,0,0,1
9511,63.0,51.45604231584103,51.38526199825112,1.0,12,10.0,2017.0,0.23861713,26,3889.0,6.0,705.0,3,6.0,260824.2164651279,0,0,0
13598,22.0,42.12392767956424,29.935068446819983,5.0,2,5.0,1963.0,0.000995363,42,7651.0,1.0,900.0,1,5.0,170876.6462116925,0,0,0
558,1.0,52.56649636043105,32.781260192155735,1.0,17,17.0,1977.0,0.007122317,1,264.0,0.0,900.0,0,1.0,177176.98202883388,0,0,0
13701,5.0,62.655535403016025,38.59981991917117,5.0,10,9.0,1974.0,0.150817539,16,3433.0,4.0,1230.0,4,5.0,231577.937127788,0,0,0
2948,69.0,77.68174054618294,45.15044715101786,10.0,3,17.0,1986.0,0.000991363,33,6783.0,3.0,900.0,1,9.0,384122.776724931,0,0,0
5292,1.0,77.59556550650302,32.781260192155735,1.0,9,17.0,1977.0,0.007122317,1,264.0,0.0,900.0,0,1.0,264415.72951811267,0,0,0
1446,27.0,45.70401928469234,41.02210539112114,12.0,5,16.0,1977.0,0.017647053,2,469.0,0.0,900.0,0,0.0,128432.32570419056,0,0,0
4685,27.0,56.0149145402976,32.781260192155735,1.0,13,17.0,1977.0,0.011654127,4,915.0,0.0,900.0,0,0.0,143179.7466491957,0,0,0
8733,85.0,32.28417552744095,19.17693952198222,6.0,7,9.0,1978.0,0.037177818,52,11217.0,1.0,1230.0,1,7.0,190755.6015899348,0,0,0
14397,30.0,92.33892463058494,40.21973425903745,1.0,4,2.0,1977.0,7.81528e-05,22,6398.0,12.5,1046.0,3,13.5,189183.0000827871,0,0,0
338,46.0,102.08924188493728,32.781260192155735,0.0,6,0.0,1977.0,0.150817539,16,3433.0,4.0,1230.0,4,5.0,352168.9559750737,0,0,0
944,58.0,51.93929397989691,32.781260192155735,0.0,5,9.0,1977.0,0.43788524,23,5735.0,3.0,1084.0,0,5.0,110295.35272089158,0,0,0
2447,58.0,80.8536534579811,50.234659948592046,8.0,6,14.0,1972.0,0.1489038909999999,9,1952.0,1.0,1230.0,3,2.0,265002.2830897673,0,0,0
14937,23.0,31.5136746376734,32.781260192155735,1.0,4,1.0,1977.0,0.034656082,0,168.0,0.0,900.0,0,0.0,84043.69955616318,0,0,0
16310,53.0,35.424207829632714,23.16290593806253,9.0,17,16.0,1979.0,0.049637257,34,7759.0,0.0,590.0,1,3.0,229611.2441376421,0,0,0
5329,79.0,42.02896439613346,27.73291904931292,5.0,4,5.0,1964.0,0.307466659,30,5048.0,9.0,590.0,2,5.0,181260.81265521512,0,1,0
7025,81.0,58.979187785253366,34.57684423213045,7.0,3,5.0,1962.0,0.319809354,25,4756.0,12.5,1230.0,5,8.0,87419.6968618792,0,0,0
6891,101.0,58.21805319927534,35.726032037440184,8.0,2,5.0,1958.0,0.225824954,41,6558.0,7.0,1230.0,3,2.0,231700.1408475272,1,0,0
15926,45.0,76.01141607776776,65.27698614376342,1.0,7,25.0,2017.0,0.195781053,23,5212.0,6.0,900.0,3,2.0,392029.7045148854,0,0,0
1351,52.0,63.07974371648614,32.781260192155735,1.0,5,17.0,1977.0,0.371148999,34,7065.0,1.0,750.0,2,5.0,186059.10990553265,0,0,0
12815,23.0,35.08476347845405,32.781260192155735,1.0,9,1.0,1977.0,0.034656082,0,168.0,0.0,900.0,0,0.0,74244.83697372103,0,0,0
1471,23.0,62.34847740489669,32.781260192155735,1.0,27,25.0,1977.0,0.075778755,6,1437.0,3.0,900.0,0,2.0,168381.12417950365,0,0,0
3314,39.0,45.78249408773846,29.98718547129045,6.0,7,9.0,1971.0,0.428825818,25,5011.0,8.0,730.0,0,2.0,109772.55468216732,0,0,0
7521,23.0,40.826898276097936,41.54635674873568,1.0,12,17.0,1977.0,0.075778755,6,1437.0,3.0,900.0,0,2.0,109303.83157595512,0,0,0
3845,27.0,52.34565784405772,32.781260192155735,1.0,6,5.0,1977.0,0.211401214,9,1892.0,0.0,900.0,0,1.0,125913.04527089903,0,0,0
2057,58.0,42.95221398906251,32.781260192155735,0.0,11,17.0,1977.0,0.43788524,23,5735.0,3.0,1084.0,0,5.0,130980.39782340587,0,0,0
1383,6.0,62.49245995955869,58.98140644616499,10.0,14,25.0,2018.0,0.243204519,5,1564.0,0.0,590.0,0,0.0,177762.5388361122,0,0,0
6843,25.0,42.95070167991873,21.77162003963479,8.0,8,14.0,1993.0,0.069753361,53,13670.0,4.0,900.0,1,11.0,208970.5397646567,0,0,0
6082,33.0,34.34823132420946,32.781260192155735,0.0,2,12.0,1977.0,0.236108458,16,3893.0,12.5,900.0,3,10.0,146322.11324199277,0,0,0
9592,6.0,43.91821138351405,32.781260192155735,1.0,6,17.0,1977.0,0.243204519,5,1564.0,0.0,590.0,0,0.0,156871.13447801306,0,0,0
10791,94.0,47.48025465670002,28.003539214230425,6.0,3,9.0,1974.0,0.46298205300000006,25,6149.0,0.0,900.0,0,0.0,172966.86771030526,0,0,0
6162,47.0,38.123409774223866,18.1610790949215,6.0,3,12.0,1985.0,0.101872465,23,4583.0,3.0,900.0,3,3.0,165767.1925633933,0,0,0
8033,34.0,32.879561224026176,32.781260192155735,1.0,6,1.0,1977.0,0.069753361,53,13670.0,4.0,900.0,1,11.0,187872.6515186412,0,0,0
14470,22.0,62.47092704703886,32.781260192155735,1.0,7,5.0,2017.0,0.118537385,30,6207.0,1.0,1183.0,1,0.0,180223.26726709976,0,0,0
9634,27.0,60.84424257655724,2.5239870782048976,1.0,17,17.0,2016.0,0.072157581,2,629.0,1.0,900.0,0,0.0,212589.7074374152,0,0,1
7287,27.0,47.56020096521117,20.272134873480013,10.0,3,17.0,1977.0,0.011654127,4,915.0,0.0,900.0,0,0.0,122318.94259977952,0,0,0
6856,84.0,49.41911565299052,31.18170118694244,5.0,6,5.0,1966.0,0.149666373,22,4789.0,2.0,1230.0,4,1.0,200759.15503000663,0,0,0
5676,123.0,59.61568774811072,48.0218832943732,5.0,4,9.0,1967.0,0.0,47,11319.0,0.0,1145.0,3,5.0,265992.07369918824,0,0,0
14044,99.0,34.57375426569677,23.588536514179697,6.0,5,12.0,1973.0,0.033493708,66,10573.0,1.0,1230.0,3,8.0,172845.8965445428,0,0,0
3414,6.0,60.913075618073705,63.26252807040054,1.0,3,25.0,2018.0,0.243204519,5,1564.0,0.0,590.0,0,0.0,188798.09652405747,0,0,0
5223,57.0,82.29855586573063,54.7676466578689,10.0,10,14.0,2005.0,0.133215333,49,11395.0,3.0,1230.0,3,4.0,335590.2769875881,0,0,1
4876,30.0,39.92645322653596,40.955051345282456,1.0,13,17.0,2015.0,7.81528e-05,22,6398.0,12.5,1046.0,3,13.5,124050.21848395752,0,0,0
16700,27.0,40.73861306048386,40.1544392498508,1.0,9,17.0,2016.0,0.011654127,4,915.0,0.0,900.0,0,0.0,109493.03809959337,0,0,0
15395,18.0,76.97476064000577,46.76757187484997,10.0,12,17.0,1999.0,0.0,30,5562.0,0.0,900.0,0,5.0,118664.44296789927,0,0,1
524,8.0,39.58445590212358,20.9205468722652,9.0,10,12.0,1970.0,0.458174486,26,4439.0,1.0,1130.0,1,5.0,162543.99188881097,0,1,0
7966,84.0,44.94136298548277,34.136594048784545,5.0,2,5.0,1965.0,0.149666373,22,4789.0,2.0,1230.0,4,1.0,126701.79995070751,0,0,0
6934,111.0,63.151409200947455,47.25264887727572,5.0,2,5.0,1964.0,0.1363303,30,6141.0,10.0,590.0,3,6.0,232601.2681522327,0,0,0
11166,32.0,39.795301920320746,22.872417736787696,7.0,7,12.0,1976.0,0.135649789,46,7960.0,6.0,590.0,3,11.0,231867.22309873623,0,0,0
1575,23.0,33.55559120429972,33.33027735117478,1.0,5,9.0,2014.0,0.034656082,0,168.0,0.0,900.0,0,0.0,61670.348212316,0,0,0
12921,54.0,45.84733372408826,28.31286456340859,5.0,13,14.0,1974.0,0.006076152,30,5285.0,0.0,645.0,5,6.0,197875.30036769927,0,0,0
9344,17.0,79.93304354859805,50.62363576161177,10.0,7,16.0,1979.0,0.000991363,33,6783.0,3.0,900.0,1,9.0,381344.917832378,0,0,0
7838,48.0,86.05978897089304,3.4348509140417933,1.0,27,1.0,2015.0,0.041124634,46,9515.0,5.0,900.0,1,10.0,392029.7045148854,0,0,0
1626,61.0,36.34204081198048,21.26075702233614,6.0,10,9.0,1980.0,0.232205084,24,4860.0,1.0,590.0,0,3.0,178907.03309995035,0,0,0
4286,86.0,39.662670536877606,26.01406042614045,5.0,4,8.0,1959.0,0.161975568,31,7010.0,5.0,1230.0,3,7.0,181770.96226324808,0,1,0
981,23.0,64.42627662481586,61.358680446356686,1.0,19,25.0,1977.0,0.075778755,6,1437.0,3.0,900.0,0,2.0,175836.38525932154,0,0,0
3619,74.0,35.37114884627635,33.30641522164158,10.0,7,17.0,2019.0,0.075778755,6,1437.0,3.0,900.0,0,2.0,127264.21005299623,0,0,0
9785,27.0,62.64038950680821,34.998513481644245,10.0,5,17.0,2015.0,0.072157581,2,629.0,1.0,900.0,0,0.0,190968.19068903895,0,0,1
16130,119.0,32.50970690617558,21.43193811467873,5.0,5,5.0,1962.0,0.000995363,42,7651.0,1.0,900.0,1,5.0,116532.9012155469,0,0,0
6279,27.0,40.90729245611714,42.102736119897095,1.0,17,16.0,2017.0,0.011654127,4,915.0,0.0,900.0,0,0.0,119459.02257767814,0,0,0
13163,30.0,39.12063985901531,32.781260192155735,1.0,18,17.0,1977.0,7.81528e-05,22,6398.0,12.5,1046.0,3,13.5,132899.53736399196,0,0,0
9814,32.0,57.50053355363897,36.26279330819551,9.0,11,17.0,1988.0,0.135649789,46,7960.0,6.0,590.0,3,11.0,312739.51167418127,0,0,0
4292,11.0,47.297187766898574,32.180327839811746,6.0,6,9.0,1972.0,0.0001696759999999,36,5992.0,0.0,900.0,1,1.0,206143.3803986934,0,0,0
7648,9.0,99.80587992791492,65.27698614376342,8.0,5,14.0,1992.0,0.136244425,11,2370.0,0.0,900.0,0,1.0,315493.70142350515,0,0,0
6405,27.0,56.17182901838646,29.335795605650844,8.0,2,5.0,1992.0,0.07542368,11,3097.0,0.0,900.0,0,0.0,159504.68104431994,0,0,0
16757,23.0,41.45588162956285,32.781260192155735,1.0,11,17.0,1977.0,0.075778755,6,1437.0,3.0,900.0,0,2.0,116391.10283389312,0,0,0
8050,0.0,32.967871516057265,20.883839796478977,5.0,5,5.0,1961.0,0.319809354,25,4756.0,12.5,1230.0,5,8.0,142799.43405227107,0,0,0
5528,6.0,80.28453950894185,32.781260192155735,10.0,19,17.0,1977.0,0.243204519,5,1564.0,0.0,590.0,0,0.0,222842.4600061825,0,0,0
9700,30.0,40.43838771626209,38.56520454588309,1.0,15,17.0,2015.0,7.81528e-05,22,6398.0,12.5,1046.0,3,13.5,142079.35282010376,0,0,0
10774,157.5,66.55400131937022,42.202707859456666,8.0,7,12.0,1985.0,0.007658515,35,7077.0,12.5,1230.0,3,13.5,392029.7045148854,0,0,0
15985,90.0,42.9920813915024,23.688455096569616,8.0,6,14.0,1995.0,0.265088676,37,5288.0,0.0,1230.0,3,2.0,171970.29260794516,0,0,0
14642,90.0,22.68270559386048,14.66433429760152,3.0,5,5.0,1969.0,0.265088676,37,5288.0,0.0,1230.0,3,2.0,118004.8299691517,0,0,0
4710,11.0,62.546660781763926,42.007038298794605,8.0,7,9.0,1972.0,0.012338886,35,5776.0,1.0,1230.0,2,4.0,230539.3777447781,0,0,0
9796,61.0,47.616702257961975,32.756199032374106,6.0,13,12.0,1979.0,0.300322518,52,10311.0,6.0,900.0,1,9.0,233805.8487506346,0,0,0
6818,2.0,38.14249875396275,16.18903707956192,7.0,17,16.0,2008.0,0.035145267,42,9292.0,3.0,1230.0,0,3.0,89294.96899351143,0,0,0
13692,51.0,53.13597275471596,33.417378740131504,9.0,11,12.0,1974.0,0.015016892,17,3079.0,12.5,1230.0,0,8.0,280746.25984769897,0,0,0
14412,93.0,41.41276894700758,22.500219677797027,8.0,6,12.0,1982.0,0.050900058,43,10621.0,1.0,590.0,2,3.0,148027.39669651806,0,0,0
10018,1.0,67.82586221263361,65.27698614376342,10.0,3,17.0,2015.0,0.007122317,1,264.0,0.0,900.0,0,1.0,228782.7801262822,0,0,0
14174,27.0,86.8408447365597,32.781260192155735,8.0,6,12.0,2015.0,0.211401214,9,1892.0,0.0,900.0,0,1.0,205143.56852728548,0,0,0
8042,58.0,61.37436261040785,32.781260192155735,0.0,3,17.0,1977.0,0.43788524,23,5735.0,3.0,1084.0,0,5.0,188088.0525491288,0,0,0
16610,6.0,49.02590808143336,43.63680113941773,1.0,11,25.0,2015.0,0.243204519,5,1564.0,0.0,590.0,0,0.0,154585.98329693553,0,0,0
15819,27.0,68.88188332464347,30.1116506068959,1.0,1,4.0,2016.0,0.011654127,4,915.0,0.0,900.0,0,0.0,182443.81978749332,0,0,0
14308,35.0,48.24977945215332,29.47363265284853,6.0,3,9.0,1971.0,0.089039719,33,7976.0,5.0,900.0,0,11.0,181020.1205266476,0,0,0
15881,62.0,44.22032772431163,46.530457282857554,0.0,8,0.0,1977.0,0.072157581,2,629.0,1.0,900.0,0,0.0,117947.29433065502,0,0,1
6714,145.0,39.32980060259095,20.02420198001321,6.0,4,17.0,2005.0,0.246031548,22,3151.0,4.0,1230.0,3,3.0,184778.47325243865,0,1,0
